label,statement,len
true,"Says the CBO estimates that fully extending the Bush tax cuts would add 600,000-1.4 million jobs in 2011 and 900,000-2.7 million jobs in 2012.",142
true,President Reagan did it (raised the debt ceiling) 18 times. George W. Bush did it seven times.,94
true,"According to David Cay Johnston, the average American pays about 22 percent of their income to federal taxes. The richest 400 Americans pay about 16 percent of their income to federal taxes.",190
false,"Most young Americans right now, theyre not covered by health insurance.",71
true,"In 1952, the corporate income tax accounted for 33 percent of all federal tax revenue. Today, despite record-breaking profits, corporate taxes bring in less than 9 percent.",172
true,"Over the last 10 years, Texas created 33 percent of the net new jobs nationwide.",80
false,Says two-thirds of groups targeted for IRS scrutiny were not conservative.,74
false,"In the class of 1968 at Patrice Lumumba University in Moscow, Mahmoud Abbas was one of the members of that class, and so was Ali Khamenei. And thats where they first established relationships with the young Vladimir Putin.",222
true,"Last week the Texas State Board of Education (SBOE), led by Rick Perrys appointee, voted to remove Thomas Jefferson from social studies textbook standards. Thats right. Thomas Jefferson... was deleted from a list of historical figures who inspired political change.",265
false,"As a U.S. senator with salary and perks, ‪#Bernie‬ is in the top 1 percent, but still paid only 13 percent in taxes last year.",126
true,"You know we can't just pull out now... The truth of the matter is: If we started today, it would take one year, one year to get 160,000 troops physically out of Iraq, logistically.",180
true,"From 2013-2015, the richest 14 Americans increased their net wealth by more than $157 billion, yet the Republican budget would not require these Americans to contribute one penny to deficit reduction.",200
true,"Says that while Foster was mayor, Rick Kriseman was ineffective in the Florida House of Representatives because there was no legislation that passed the House that had (Krisemans) name on it.",191
true,Says Texas routinely gets a lot more federal spending than it pays in taxes.,76
false,Cell phone numbers go public this month.,40
false,Says it has offered $12 million in savings through 2011 and $184 million in savings over the next 25 years in contract negotiations with the City of Milwaukee.,159
false,Clackamas County Commissioners approved a re-negotiated agreement to lower the countys contribution to TriMets Portland-Milwaukie Light Rail project to $19.9 million from $25 million.,183
true,Says Texas has 11 different felonies you can commit with an oyster.,67
false,The Obama administration is unwinding our nations welfare-to-work requirements.,79
true,"Electric car sales in Georgia have dropped dramatically since a $5,000 tax credit was eliminated and a $200 annual registration fee was imposed July 1.",151
true,The Redskins Training Camp deal generated $40 million in new private investment in the city.,92
true,The GOP budget plan would cut nearly a million jobs.,52
true,There are more people living in this country who were not born here than at anytime in the history of the country.,114
true,Says Hillary Clinton defended Syrias President Assad as a possible reformer at the start of that countrys civil war.,116
true,"The Postal Services financial losses result from a 2006 law that drains $5 billion a year from post office revenue, while the Postal Service is forced to overpay billions more into federal accounts.",198
true,As many as six federal department budget bills have been delayed because of opposition to amendments that would ban Confederate battle flag sales at federal building gift shops.,177
false,"Shes voted for 60 tax increases, hurting the middle class and small businesses.",79
false,"Now, in the House of Representatives, we have 40 different jobs bills that have passed and almost all of them have been bipartisan.",131
false,"Sheila Jackson Lee of Texas said: Hey, all you wrinkly, white-aged has-beens: Its time for you to die and let the next generation have your spot on the planet.",159
false,"Republican (small business tax cut) bill spends $80 million for better Google searches, not job creation",104
true,A 2013 state law would allow the operator of an iron ore mine in northern Wisconsin to fill in pristine streams and ponds with mine waste.,138
false,America is one of the highest-taxed nations in the world.,57
false,"If black America were a country, itd be the 15th wealthiest nation in the world.",80
true,"Since Republicans took over after the 2010 election, the graduation rate in Wisconsin has gone from 86 percent to 88 percent. The black graduation rate has gone from 60 percent to 65 percent. The Latino graduation rate has gone from 65 percent to 71 percent.",258
false,"It has been estimated that nearly 40 percent of all guns sold in America are sold by private, unlicensed sellers either online or through gun shows.",148
true,2008 was the deadliest year of the war (in Afghanistan) for American forces.,76
true,"Florida teachers are ""already paid $5,000 below the national average.""",70
